Bezeichnung;Code
Elektrowickler/in	;26222
Elektrozeichner/in	;27212
Elementarerzieher/in	;83113
Elfenbeindrechsler/in	;93332
Elfenbeingraveur/in	;93332
Elfenbeinschnitzer/in	;93312
Elfenbeinschnitzermeister/in	;93393
E-Logistik-Entwickler/in	;43413
Eloxierer/in	;24302
E-Mail-Agent/in	;92122
Emaillierer/in	;24382
E-Mail-Marketing-Manager/in	;92113
Emailschriftenmaler/in	;93542
E-Marketing-Entwickler/in	;43153
Embedded-Systems-Entwickler/in	;43123
Emissionsschutzbeauftragte/r	;42324
Empfangsassistent/in (Hotel)	;63221
Empfangschef/in (Hotel)	;63293
Empfangsdirektor/in (Hotel)	;63293
Empfangskraft	;63221
Empfangsmitarbeiter/in (Hotel)	;63221
Empfangs-Schichtführer/in (Hotel)	;63293
Empfangssekretär/in	;63222
Employer-Branding-Manager/in	;71314
Endgeräteelektroniker/in (IT-Systeme)	;26312
Endkontrolleur/in	;27312
Endokrinologe/Endokrinologin	;81424
Endoskopieschwester/-pfleger	;81313
Energieanlagenbauer/in	;26252
Energieanlagenelektroniker/in	;26252
Energieanlagenelektroniker/in - Entwicklung	;26252
Energieanlagenelektroniker/in (Anlagentech./Betriebsüberw.)	;26252
Energieanlageninstallateur/in	;26252
Energieanlagenmonteur/in	;26252
Energieanlagenprüfer/in und -berater/in	;26233
Energieanlagentechniker/in	;26233
Energieanlagenwart/in	;26232
Energieberatungstechniker/in	;42313
Energiedatenmanager/in	;42313
Energieelektroniker/in - Anlagentechnik	;26252
Energieelektroniker/in - Anlagentechnik - Prüffeld	;26252
Energieelektroniker/in - Anlagentechnik (Freileitungsbau)	;26252
Energieelektroniker/in - Betriebst.-Meß/Steuer/Regelt.	;26252
Energieelektroniker/in - Betriebstech.Schaltger.,-anlagenbau	;26252
Energieelektroniker/in - Betriebstechnik	;26252
Energieelektroniker/in - Betriebstechnik - Prüffeld	;26252
Energieelektroniktechniker/in	;26233
Energiefachberater/in	;42313
Energiefachwirt/in	;42313
Energiegeräteelektroniker/in	;26302
Energiehändler/in	;61283
Energieingenieur/in	;26234
Energieingenieur/in (FS) - Brennstoffveredelungstechnik	;26233
Energieingenieur/in (FS) - Energetik	;26233
Energieingenieur/in (FS) - Gasversorgungstechnik	;34303
Energieingenieur/in FS) - Wärmetechnik	;34303
Energiemanager/in	;71384
Energiemaschinist/in	;26232
Energietechniker/in	;26233
Energietechniker/in - Anlagentech.(Schaltgeräte-/Anlagenbau)	;26233
Energietechniker/in - Freileitungsbau	;26233
Energietechniker/in - Lastverteilerzentrale (LVZ)	;26233
Energietechniker/in - Prüffeld	;26233
Energietechniker/in - Versuch u. Entwicklung	;27103
Energietechnikingenieur/in - Auslandsbau	;26234
Energietechnikingenieur/in - Entwicklung	;26234
Energietechnikingenieur/in - Freileitungsbau	;26234
Energietechnikingenieur/in - Planung und Projektierung	;26234
Energietechnikkonstrukteur/in	;27223
Energietechnische/r Assistent/in	;26232
Energiewirtschaftler/in	;42313
Ensembleleiter/in	;94134
Entbaster/in	;28101
Enterostomatherapeut/in	;81383
Entertainer/in	;94303
Entgrater/in	;24201
Entgraterhelfer/in	;24201
Enthefer/in	;29122
Entlader/in	;51311
Entomologe/Entomologin	;41254
Entrahmer/in	;29201
Entremetier	;29382
Entroster/in	;33212
Entsäurer/in	;29201
Entschärfer/in (Munition)	;21123
Entschlichter/in	;28101
Entsorger/in	;34332
Entsorgungsfachmann/-frau	;34332
Entsorgungstechniker/in (Abfall)	;34333
Entspannungstrainer/in	;82222
Entstaubungswärter/in	;34212
Entstörungsmonteur/in	;26212
Entstörungsmonteur/in (Energieanlagenelektronik)	;26252
Entwickler/in	;27103
Entwickler/in - Datenvisualisierung	;43103
Entwickler/in - digitale Wirtschaft	;43153
Entwickler/in - Drohnen	;25234
Entwickler/in - interaktive Lernmedien	;92413
Entwickler/in - Multimedia	;43153
Entwickler/in Digitale Medien	;43153
Entwicklungs- und Konstruktionstechniker/in (Masch.technik)	;25103
Entwicklungsbäcker/in	;29222
Entwicklungsbiologe/-biologin	;41284
Entwicklungselektroniker/in	;26382
Entwicklungsingenieur/in (Uni) - IuK-Technik	;27104
Entwicklungstechniker/in	;27103
Entwicklungstechniker/in - Blechverarbeitung	;27103
Entwicklungstechniker/in - Feingeräte	;27103
Entwicklungstechniker/in - Maschinenbau	;27103
Entwicklungstechniker/in - Verfahrens-/Umweltschutztechnik	;27103
Entwurfs- und Schnittdirektrice/-modelleur	;28213
Entwurfsdirektrice/-modelleur	;28213
Entwurfsingenieur/in - Mikroelektronische Schaltkreise	;27104
Entwurfsingenieur/in - Steuerungs- u.Regelungsttechn.	;26124
Entzunderer/in	;24301
Epidemiologe/Epidemiologin	;41274
Epithetiker/in	;81474
E-Planer/in	;27223
Equipment-Einkäufer/in	;61113
Equity Analyst/in	;72144
Erdarbeiter/in	;32201
Erdbaumaschinenführer/in	;52522
Erdbaumaschinenführer/in - Bundesverkehrsverwaltung	;52522
Erdbewegungsmaschinenführer/in	;52522
Erdbohrgeräteführer/in	;52522
Erdgasgewinner/in	;21112
Erdgasgewinnerhelfer/in	;21111
Erdkabelleger/in	;26262
Erdölgewinner/in	;21112
Erdölgewinnerhelfer/in	;21111
Erdölingenieur/in	;21114
Erdölraffinierer/in	;41312
Erdwissenschaftler/in	;42124
Ergotherapeut/in	;81723
Ergotherapeut/in (Hochschule)	;81724
ERI-Mechaniker/in, ERI-Wart/in I/II/III (Flugzeugelektrik)	;26332
Erkundungsbohrtechniker/in	;21113
Erkundungsgeologietechniker/in	;42113
Erlebnispädagoge/-pädagogin	;91334
Ermittler/in - Werkschutzdienst	;53112
Ermittler/in (Detektei)	;53152
Ermittler/in (Handels-, Kreditauskunftei)	;53152
Ernährungs- und Fitnessberater/in (Gesundheit/Sport)	;82233
Ernährungs- und Hauswirtschaftswissenschaftler/in	;82284
Ernährungsassistent/in	;82232
Ernährungsberater/in	;82233
Ernährungsingenieur/in	;82284
Ernährungsmedizinische/r Berater/in	;81763
Ernährungstherapeut/in	;81763
Ernährungstrainer/in	;82233
Ernährungswissenschaftler/in	;82284
Erntehelfer/in	;11101
Erntemaschinenmechaniker/in	;25222
Erodierer/in	;24232
ERP-Anwendungsentwickler/in	;43413
ERP-Berater/in - ERP-Consultant	;43223
ERP-Organisator/in	;43113
Erprobungsleiter/in	;27104
ERP-Systembetreuer/in	;43223
Ersatzteilverkäufer/in (Kfz)	;62272
Erste(r) techn. Zeichner/in	;27212
Erste/r Aufnahmeleiter/in	;94493
Erste/r Bühnenmaler/in und Bühnenplastiker/in - Malerei	;94612
Erste/r Bühnenmaler/in und Bühnenplastiker/in - Plastik	;94612
Erste/r Chordirektor/in	;94134
Erste/r Kapellmeister/in	;94134
Erste/r Laborant/in (Biologie)	;41212
Erste/r Modist/in	;28222
Erste/r Naut. Schiffsoff./Alleinsteuermann/frau (m. Einschr.	;52413
Erste/r Naut. Schiffsoffizier/in - Große Hochseefischerei	;52413
Erste/r Nautische/r Offizier/in	;52413
Erste/r Nautische/r Schiffsoffizier/in	;52413
Erste/r Nautische/r Schiffsoffizier/in (Fachschule)	;52413
Erste/r Nautische/r Schiffsoffizier/in (FH)	;52413
Erste/r Regieassistent/in	;94413
Erste/r Techn. Schiffsoffizier/in	;51133
Erste-Hilfe-Ausbilder/in	;84483
Erste-Hilfe-Dozent/in	;84483
Erstehilfelehrer/in	;84483
Erstgesell/e/in (Schneiderhandwerk)	;28222
Erstverkäufer/in	;62102
Erwachsenenbildner/in	;84404
Erwachsenenheimleiter/in	;83194
Erzieher/in	;83113
Erzieher/in - Erwachsenenarbeit	;84404
Erzieher/in - Heilpädagogik	;83133
Erzieher/in - Heimerziehung	;83113
Erzieher/in - Jugend- und Heimerziehung	;83113
Erzieher/in - Jugendheime	;83113
Erzieher/in - Kinderdorf	;83113
Erzieher/in - Kleinkinderziehung	;83113
Erzieher/in - Musik	;84412
Erzieher/in - Sonderpädagogik	;83133
Erzieher/in - sonderpädagogische Einrichtungen	;83133
Erzieher/in - verhaltensauffällige Kinder und Jugendliche	;83133
Erzieher/in Erwachsenen-/Familienbildung	;84404
Erziehungsbeistand	;83124
Erziehungsberater/in	;83154
Erziehungsfachwirt/in	;83193
Erziehungshelfer/in	;83131
Erziehungsleiter/in	;83194
Erziehungswissenschaftler/in	;91334
E-Schweißer/in	;24422
ESG-Manager/in	;71384
E-Sports-Manager/in	;63403
Essenausfahrer/in	;52182
Essigbereiter/in	;29282
Estrich- und Terrazzolegerhelfer/in	;33101
Estricharbeiter/in	;33122
Estrichbodenleger/in	;33122
Estrichleger/in	;33122
Estrichlegerhelfer/in	;33101
Estrichlegermeister/in/B. Prof. Estrichleger-Handwerk	;33193
Etagenaufsicht	;83212
Etagenchef/in (Restaurant)	;63302
Etagencommis	;63302
Etagendiener/in	;63221
Etagenhausdame	;63222
Etagenkellner/in	;63302
Etagenoberkellner/in	;63302
Ethical Hacker	;43384
Ethnograf/in	;91264
Ethnologe/Ethnologin	;91264
Etikettenzeichner/in	;23212
Etuibuchbinder/in	;23422
Etuimacher/in	;23122
Etymologe/Etymologin	;91184
Eures-Berufsberater/in	;71523
Euro-Fremdsprachenkorrespondent/in	;71412
Eurokaufmann/-frau	;71413
Euro-Korrespondent/in	;71412
Euro-Management-Assistent/in	;71412
Euro-Manager/in	;61214
Euromaster/in - Telekommunikation (Engineering/Management)	;26314
Europa-Direktionsassistent/in	;71403
Europajurist/in	;73184
Europa-Korrespondent/in	;71412
Europa-Sekretär/in	;71412
Europa-Wirtschaftsassistent/in	;71412
European Master of Health and Fitness	;82214
European Office Manager	;71413
European Retail Manager	;62103
Euroschweißer/in	;24422
Eurythmielehrer/in	;84483
Eurythmist/in	;84483
EUTB-Berater/in	;83154
Eutonietherapeut/in	;81783
Eutonist/in	;81783
Ev. Dipl.-Religionspädagoge/-pädagogin (FH)	;84424
Evangelisch(e/r) Theologe/Theologin (Uni)	;83314
Evangelische/r Diakon/in	;83323
Evangelische/r Gemeindepädagoge/-pädagogin	;84424
Evangelische/r Katechet/in	;84424
Evangelische/r Pastor/in	;83314
Evangelische/r Pfarrer/in	;83314
Evangelische/r Religionspädagoge/-pädagogin	;84424
Evangelische/r Seelsorger/in	;83314
Event-Manager/in	;63403
Eventpyrotechniker/in	;94582
Evolutionsbiologe/-biologin	;41284
Evolutionsforscher/in	;41284
Ewerführer/in	;52422
Executive Housekeeper	;63293
Expansionsmanager/in	;71314
Expedient/in	;51622
Experimentalphysiker/in	;41484
Explosionsschutzsteiger/in	;21113
Explosionszeichner/in	;27212
Export Area Manager (Außenwirtschaft)	;61214
Exporteur/in	;61212
Exportgruppenleiter/in	;61214
Exportkaufmann/-frau	;61212
Exportkreditfinanzierer/in	;72113
Exportleiter/in	;61194
Exportmakler/in	;61133
Exportmanager/in	;61214
Exportreferent/in	;61213
Exportsachbearbeiter/in	;61212
Extrakteur/in (Fettverarbeitung)	;29201
Extruderführer/in	;22102
Facettierer/in	;93522
Fachagrarwirt/in - Baumpflege/B. Prof. Baumpflege	;12143
Fachagrarwirt/in - Besamungswesen	;81143
Fachagrarwirt/in - Biomasse	;11183
Fachagrarwirt/in - Erneuerbare Energien	;11183
Fachagrarwirt/in - Erneuerbare Energien/Biomasse	;11183
Fachagrarwirt/in - Head-Greenkeeper/in	;12143
Fachagrarwirt/in - Hufpflege	;11333
Fachagrarwirt/in - Klauenpflege	;11213
Fachagrarwirt/in - Landtechnik	;11193
Fachagrarwirt/in - Landwirtschaftliche Direktvermarktung	;11183
Fachagrarwirt/in - Leistungs-,Quali.prüfung (Tierproduktion)	;11213
Fachagrarwirt/in - Naturschutz und Landschaftspflege	;11723
Fachagrarwirt/in - Rechnungsw. EDV- Unternehmensführung	;72213
Fachagrarwirt/in - Rechnungswesen	;72213
Fachagrarwirt/in - Sport- und Golfplatzpflege	;12143
Fachagrarwirt/in - Zucht- und Fleischleistungsprüfung	;11213
Fachaltenpfleger/in	;82103
Fachaltenpfleger/in - Geriatriepflege	;82183
Fachaltenpfleger/in - Gerontopsychiatrie	;82183
Fachaltenpfleger/in - klinische Geriatrie/Rehabilitation	;82183
Fachaltenpfleger/in - Onkologie	;82183
Fachaltenpfleger/in - Palliativ- und Hospizpflege	;82183
Fachaltenpfleger/in - Psychiatrie	;82183
Fachaltenpfleger/in - Rehabilitation	;82183
Fachaltenpfleger/in - Rehabilitation und Langzeitpflege	;82183
Fachaltenpfleger/in - Rehabilitation/Geriatrie	;82183
Fachangestellte/r - Archiv	;73312
Fachangestellte/r für Arbeitsförderung	;73212
Fachangestellte/r für Arbeitsmarktdienstleistungen	;73212
Fachangestellte/r für Bäderbetriebe	;53142
Fachangestellte/r für Bürokommunikation	;71402
Fachangestellte/r für Markt- und Sozialforschung	;91342
Fachangestellte/r für Medien- u. Info.Dienste - Archiv	;73312
Fachangestellte/r für Medien- u. Info.Dienste - Bibliothek	;73322
Fachangestellte/r für Medien- u. Info.Dienste - Bildagentur	;73312
Fachangestellte/r für Medien- u. Info.Dienste - Info.u.Doku	;73332
Fachangestellte/r für Medien- u. Info.Dienste - Med. Doku.	;73342
Fachanwalt/-anwältin	;73134
Fachanwalt/-anwältin - Agrarrecht	;73134
Fachanwalt/-anwältin - Arbeitsrecht	;73134
Fachanwalt/-anwältin - Bank- und Kapitalmarktrecht	;73134
Fachanwalt/-anwältin - Bankrecht	;73134
Fachanwalt/-anwältin - Bau- und Architektenrecht	;73134
Fachanwalt/-anwältin - Erbrecht	;73134
Fachanwalt/-anwältin - Familienrecht	;73134
Fachanwalt/-anwältin - gewerblicher Rechtsschutz	;73134
Fachanwalt/-anwältin - Handels- und Gesellschaftsrecht	;73134
Fachanwalt/-anwältin - Informationstechnologierecht	;73134
Fachanwalt/-anwältin - Insolvenz- und Sanierungsrecht	;73134
Fachanwalt/-anwältin - internationales Wirtschaftsrecht	;73134
Fachanwalt/-anwältin - Kapitalmarktrecht	;73134
Fachanwalt/-anwältin - Medienrecht	;73134
Fachanwalt/-anwältin - Medizinrecht	;73134
Fachanwalt/-anwältin - Miet-/Wohnungseigentumsrecht	;73134
Fachanwalt/-anwältin - Mietrecht	;73134
Fachanwalt/-anwältin - Migrationsrecht	;73134
Fachanwalt/-anwältin - Sozialrecht	;73134
Fachanwalt/-anwältin - Sportrecht	;73134
Fachanwalt/-anwältin - Steuerrecht	;73134
Fachanwalt/-anwältin - Strafrecht	;73134
Fachanwalt/-anwältin - Transport- und Speditionsrecht	;73134
Fachanwalt/-anwältin - Urheber- und Medienrecht	;73134
Fachanwalt/-anwältin - Urheberrecht	;73134
Fachanwalt/-anwältin - Vereinsrecht	;73134
Fachanwalt/-anwältin - Vergaberecht	;73134
Fachanwalt/-anwältin - Verkehrsrecht	;73134
Fachanwalt/-anwältin - Versicherungsrecht	;73134
Fachanwalt/-anwältin - Verwaltungsrecht	;73134
Fachanwalt/-anwältin - Wohnungseigentumsrecht	;73134
Fachapotheker/in	;81804
Fachapotheker/in - Arzneimittelinformation	;81804
Fachapotheker/in - Klinische Chemie	;81804
Fachapotheker/in - Klinische Pharmazie	;81804
Fachapotheker/in - Öffentliches Gesundheitswesen	;81804
Fachapotheker/in - Offizin-Pharmazie	;81804
Fachapotheker/in - Pharmazeutische Analytik	;81804
Fachapotheker/in - Pharmazeutische Technologie	;81804
Fachapotheker/in - Toxikologie und Ökologie	;81804
Facharbeiter/in - Acker- und Pflanzenbau	;11102
Facharbeiter/in - Agrotechnik	;11102
Facharbeiter/in - Alkoholfreie Getränke	;29142
Facharbeiter/in - Anlagen und Geräte	;25102
Facharbeiter/in - Anlagen und Geräte (Bekohlung Heizölvers.)	;26232
Facharbeiter/in - Anlagen und Geräte (Braunkohlebrikett)	;21212
Facharbeiter/in - Anlagen und Geräte (Dampferzeugung)	;26232
Facharbeiter/in - Anlagen und Geräte (Elektroenergie)	;26252
Facharbeiter/in - Anlagen und Geräte (Fahrbetrieb)	;21112
Facharbeiter/in - Anlagen und Geräte (Fernwärmeversorgung)	;34302
Facharbeiter/in - Anlagen und Geräte (Gaserzeugung)	;26232
Facharbeiter/in - Anlagen und Geräte (Gewinnung)	;21112
Facharbeiter/in - Anlagen und Geräte (Rohstoffaufb./Halbf.)	;21212
Facharbeiter/in - Anlagen und Geräte (Vulkan.v.Gummi.)	;22112
Facharbeiter/in - Anlagen und Geräte (Wasseraufbereitung)	;34312
Facharbeiter/in - Anlagentechnik	;25102
Facharbeiter/in - Anlagentechnik (Alkoholfreie Getränke)	;29142
Facharbeiter/in - Anlagentechnik (Arzneifertigwaren)	;41312
Facharbeiter/in - Anlagentechnik (Back- und Teigwaren)	;29222
Facharbeiter/in - Anlagentechnik (Bild-/Tonaufz.Material)	;22102
